"time_stamp","humidity_a","temperature_a","pressure_a","pm2.5_alt_a","pm2.5_alt_b","sensor_index","sensor_name","pm2.5_alt","pm2.5_aqi"
2024-01-03 02:30:00,47.8,41,1011.722,6,4.9,178411,"Office",5.45,23
2024-01-03 03:00:00,48,40.867,1011.676,6.3,5.7,178411,"Office",6,25
2024-01-03 03:30:00,48.133,40.267,1011.654,5.4,4.3,178411,"Office",4.85,21
2024-01-03 04:00:00,48,40,1011.695,5.6,4.8,178411,"Office",5.2,22
2024-01-03 04:30:00,48.133,40,1011.801,6,5.3,178411,"Office",5.65,24
2024-01-03 05:00:00,48.933,39.933,1012.011,5.9,5.2,178411,"Office",5.55,24
2024-01-03 05:30:00,48.933,40.267,1011.965,7.4,6.6,178411,"Office",7,30
2024-01-03 06:00:00,48.133,41,1012.144,7.2,6.2,178411,"Office",6.7,28
2024-01-03 06:30:00,47.933,41.133,1012.343,8.2,7.3,178411,"Office",7.75,33
2024-01-03 07:00:00,48,41,1012.65,6.5,5.7,178411,"Office",6.1,26
2024-01-03 07:30:00,48,40.733,1012.946,7,6.2,178411,"Office",6.6,28
2024-01-03 08:00:00,48.133,40.467,1013.298,7.5,6.5,178411,"Office",7,30
2024-01-03 08:30:00,47.867,41.133,1013.561,7.6,6.6,178411,"Office",7.1,30
2024-01-03 09:00:00,46.333,42.467,1013.637,8.5,7.4,178411,"Office",7.95,34
2024-01-03 09:30:00,45.467,43.067,1013.581,8.7,7.3,178411,"Office",8,34
2024-01-03 10:00:00,43.467,44.867,1013.379,7.6,6.7,178411,"Office",7.15,30
2024-01-03 10:30:00,41.867,46.067,1013.057,6.8,5.5,178411,"Office",6.15,26
2024-01-03 11:00:00,41.067,46.667,1012.52,5.8,4.8,178411,"Office",5.3,23
2024-01-03 11:30:00,40.4,47.733,1012.223,5.7,4.7,178411,"Office",5.2,22
2024-01-03 12:00:00,38.867,48.933,1011.789,5.3,4.5,178411,"Office",4.9,21
2024-01-03 12:30:00,38,49.6,1011.703,4.1,3.6,178411,"Office",3.85,17
2024-01-03 13:00:00,38.067,49.467,1011.609,4.7,4,178411,"Office",4.35,19
2024-01-03 13:30:00,39,48.933,1011.579,5.8,5.2,178411,"Office",5.5,23
2024-01-03 14:00:00,39,48.6,1011.442,6.6,6.1,178411,"Office",6.35,27
2024-01-03 14:30:00,39,48,1011.312,6.4,5.6,178411,"Office",6,25
2024-01-03 15:00:00,39,47.6,1011.043,6.4,5.3,178411,"Office",5.85,25
2024-01-03 15:30:00,39.4,47.667,1011.007,6.6,5.6,178411,"Office",6.1,26
2024-01-03 16:00:00,40.267,47,1011.075,6.2,5.1,178411,"Office",5.65,24
2024-01-03 16:30:00,40.733,46.8,1011.466,6.3,5.3,178411,"Office",5.8,25
2024-01-03 17:00:00,40.933,46.8,1011.943,6.2,5.1,178411,"Office",5.65,24
2024-01-03 17:30:00,41,47,1012.071,6.5,5.6,178411,"Office",6.05,26
2024-01-03 18:00:00,41,47,1012.137,7,5.8,178411,"Office",6.4,27
2024-01-03 18:30:00,40.733,47,1012.211,6.9,6.1,178411,"Office",6.5,28
2024-01-03 19:00:00,40.267,47,1012.203,6.8,5.8,178411,"Office",6.3,27
2024-01-03 19:30:00,40,47.4,1012.006,6.7,5.9,178411,"Office",6.3,27
2024-01-03 20:00:00,40,47.067,1011.732,6.3,5.4,178411,"Office",5.85,25
2024-01-03 20:30:00,40.2,46.933,1011.577,6.6,5.5,178411,"Office",6.05,26
2024-01-03 21:00:00,40.867,46.8,1011.343,6.6,5.7,178411,"Office",6.15,26
2024-01-03 21:30:00,40.333,47,1011.301,6.4,5.6,178411,"Office",6,25
2024-01-03 22:00:00,40,46.933,1011.228,6.5,5.4,178411,"Office",5.95,25
2024-01-03 22:30:00,40.067,47,1011.468,7.5,6.7,178411,"Office",7.1,30
2024-01-03 23:00:00,40.467,46.8,1011.563,8.3,7.1,178411,"Office",7.7,33
2024-01-03 23:30:00,41.067,46.667,1011.452,8.4,7.6,178411,"Office",8,34
2024-01-04 00:00:00,41.2,47,1011.284,10,8.8,178411,"Office",9.4,40
2024-01-04 00:30:00,41,46.933,1010.928,9.6,8.5,178411,"Office",9.05,38
2024-01-04 01:00:00,41,47,1010.791,9.3,8.3,178411,"Office",8.8,37
2024-01-04 01:30:00,41.733,46.4,1010.801,18.1,17.3,178411,"Office",17.7,63
2024-01-04 02:00:00,42.133,46,1010.655,10,8.7,178411,"Office",9.35,39
2024-01-04 02:30:00,42.133,46.133,1010.501,9.8,8.7,178411,"Office",9.25,39
2024-01-04 03:00:00,42.533,45.933,1010.138,10.7,9,178411,"Office",9.85,42
2024-01-04 03:30:00,43.267,45.867,1009.781,11.4,9.8,178411,"Office",10.6,45
2024-01-04 04:00:00,43.933,46.067,1009.455,12.3,10.8,178411,"Office",11.55,49
2024-01-04 04:30:00,44,45.933,1009.174,12.3,10.7,178411,"Office",11.5,48
2024-01-04 05:00:00,44,45.6,1009.323,12.8,11.2,178411,"Office",12,50
2024-01-04 05:30:00,44.067,45.8,1009.381,14.5,12.6,178411,"Office",13.55,55
2024-01-04 06:00:00,43.933,46.133,1009.255,12.8,11.2,178411,"Office",12,50
2024-01-04 06:30:00,45.2,45.733,1009.035,11.2,9.9,178411,"Office",10.55,44
2024-01-04 07:00:00,46.733,46,1009.551,10.6,9.4,178411,"Office",10,42
2024-01-04 07:30:00,47,45.867,1009.744,11.8,10.2,178411,"Office",11,46
2024-01-04 08:00:00,47.4,45.8,1009.984,13.1,11.5,178411,"Office",12.3,52
2024-01-04 08:30:00,46.933,46.133,1010.088,13.1,11.8,178411,"Office",12.45,52
2024-01-04 09:00:00,46.2,46.267,1010.289,13.3,11.8,178411,"Office",12.55,52
2024-01-04 09:30:00,46,46.533,1010.427,15.2,13,178411,"Office",14.1,56
2024-01-04 10:00:00,45.683,46.933,1010.577,13.3,11.6,178411,"Office",12.45,52
2024-01-04 10:30:00,44.6,47.2,1010.371,11.4,9.9,178411,"Office",10.65,45
2024-01-04 11:00:00,43.933,47.8,1010.117,10.7,9.1,178411,"Office",9.9,42
2024-01-04 11:30:00,42.6,48.067,1009.926,8,6.7,178411,"Office",7.35,31
2024-01-04 12:00:00,41.267,47.933,1009.653,5,4.2,178411,"Office",4.6,20
2024-01-04 12:30:00,40.067,48.6,1009.427,3.8,3.1,178411,"Office",3.45,15
2024-01-04 13:00:00,38.733,48.867,1009.394,2.2,3,178411,"Office",2.6,11
2024-01-04 13:30:00,37.067,48.933,1009.357,2.4,3.6,178411,"Office",3,13
2024-01-04 14:00:00,35.667,48.933,1009.491,1.1,4.2,178411,"Office",2.65,12
2024-01-04 14:30:00,35,48.133,1009.895,1.3,1,178411,"Office",1.15,5
2024-01-04 15:00:00,34.133,47.933,1010.421,1.3,0.9,178411,"Office",1.1,5
2024-01-04 15:30:00,34,47.267,1010.95,0.7,0.4,178411,"Office",0.55,3
2024-01-04 16:00:00,33.2,45.933,1011.697,3.4,2.8,178411,"Office",3.1,13
2024-01-04 16:30:00,33,44.067,1012.43,0.7,0.5,178411,"Office",0.6,3
2024-01-04 17:00:00,34,42.467,1012.986,2.3,1.9,178411,"Office",2.1,9
2024-01-04 17:30:00,34.4,41.867,1013.687,2.9,2.3,178411,"Office",2.6,11
2024-01-04 18:00:00,34.667,41.067,1014.307,0.7,0.5,178411,"Office",0.6,3
2024-01-04 18:30:00,33.467,40.867,1015.005,3.7,3.2,178411,"Office",3.45,15
2024-01-04 19:00:00,31.6,39.933,1015.275,1.9,1.6,178411,"Office",1.75,8
2024-01-04 19:30:00,30.533,38.933,1015.552,1.6,1.2,178411,"Office",1.4,6
2024-01-04 20:00:00,31,38.333,1016.1,3.3,2.6,178411,"Office",2.95,13
2024-01-04 20:30:00,32.933,37.467,1016.543,0.9,0.5,178411,"Office",0.7,3
2024-01-04 21:00:00,32.867,36.8,1016.733,2.2,1.7,178411,"Office",1.95,9
2024-01-04 21:30:00,32.8,35.8,1017.139,1.3,0.9,178411,"Office",1.1,5
2024-01-04 22:00:00,34,35,1017.871,2.4,1.7,178411,"Office",2.05,9
2024-01-04 22:30:00,35.2,34.867,1018.345,1.2,0.9,178411,"Office",1.05,5
2024-01-04 23:00:00,36.333,34,1018.603,1,0.8,178411,"Office",0.9,4
2024-01-04 23:30:00,37.067,34,1018.709,1.6,1.1,178411,"Office",1.35,6
2024-01-05 00:00:00,37.667,33.867,1018.531,1,0.6,178411,"Office",0.8,4
2024-01-05 00:30:00,38,33.4,1018.763,2.2,1.9,178411,"Office",2.05,9
2024-01-05 01:00:00,38,32.933,1019.058,1.6,1.1,178411,"Office",1.35,6
2024-01-05 01:30:00,38.733,32.067,1019.303,0.9,0.6,178411,"Office",0.75,4
2024-01-05 02:00:00,39.667,31.667,1019.572,1.1,0.9,178411,"Office",1,5
2024-01-05 02:30:00,40,31.867,1019.888,0.9,0.7,178411,"Office",0.8,4
2024-01-05 03:00:00,40.733,31.933,1019.999,1.6,1.2,178411,"Office",1.4,6
2024-01-05 03:30:00,41,32,1020.206,1,0.7,178411,"Office",0.85,4
2024-01-05 04:00:00,41,32,1020.099,1.5,1.1,178411,"Office",1.3,6
2024-01-05 04:30:00,40.733,32.533,1020.107,1.2,0.8,178411,"Office",1,5
2024-01-05 05:00:00,40.6,33,1020.459,1.3,1,178411,"Office",1.15,5
2024-01-05 05:30:00,41,33,1020.647,2.7,2.3,178411,"Office",2.5,11
2024-01-05 06:00:00,41.133,33,1020.908,3,2.4,178411,"Office",2.7,12
2024-01-05 06:30:00,41.867,33.333,1021.223,3.2,2.6,178411,"Office",2.9,13
2024-01-05 07:00:00,41,33.933,1021.457,2,1.6,178411,"Office",1.8,8
2024-01-05 07:30:00,41.533,33.333,1021.756,3,2.6,178411,"Office",2.8,12
2024-01-05 08:00:00,41.467,34,1022.115,3.8,3.1,178411,"Office",3.45,15
2024-01-05 08:30:00,40.467,34.933,1022.435,2.8,2.5,178411,"Office",2.65,12
2024-01-05 09:00:00,39.4,36.133,1022.641,5.2,4.3,178411,"Office",4.75,20
2024-01-05 09:30:00,37.267,37.067,1022.755,5.2,4.2,178411,"Office",4.7,20
2024-01-05 10:00:00,36.067,37.933,1022.693,3.8,2.9,178411,"Office",3.35,14
2024-01-05 10:30:00,34.867,38.933,1022.2,4.2,3.5,178411,"Office",3.85,17
2024-01-05 11:00:00,33.733,39.533,1021.507,3.3,2.5,178411,"Office",2.9,13
2024-01-05 11:30:00,33,40.733,1020.893,2.9,2.4,178411,"Office",2.65,12
2024-01-05 12:00:00,33,41.067,1020.427,3.5,2.8,178411,"Office",3.15,14
2024-01-05 12:30:00,33,42.067,1019.984,2.6,2,178411,"Office",2.3,10
2024-01-05 13:00:00,31.867,42.933,1019.771,3.7,2.9,178411,"Office",3.3,14
2024-01-05 13:30:00,31.333,43.267,1019.551,3.6,3,178411,"Office",3.3,14
2024-01-05 14:00:00,31,43.8,1019.323,4,3.2,178411,"Office",3.6,16
2024-01-05 14:30:00,31.067,44,1019.091,3.4,2.8,178411,"Office",3.1,13
2024-01-05 15:00:00,31.333,43.933,1018.981,3.9,3.2,178411,"Office",3.55,15
2024-01-05 15:30:00,31.067,43.867,1019.141,4.3,3.5,178411,"Office",3.9,17
2024-01-05 16:00:00,32,43.133,1019.235,4.4,3.4,178411,"Office",3.9,17
2024-01-05 16:30:00,32.467,43,1019.111,4.7,3.7,178411,"Office",4.2,18
2024-01-05 17:00:00,33.2,42.867,1019.107,5,4.5,178411,"Office",4.75,20
2024-01-05 17:30:00,34,42.2,1019.151,5.4,4.4,178411,"Office",4.9,21
2024-01-05 18:00:00,34.867,41.867,1019.235,5.9,5.2,178411,"Office",5.55,24
2024-01-05 18:30:00,35.467,42,1020.001,6.8,5.7,178411,"Office",6.25,27
2024-01-05 19:00:00,36,41.8,1019.926,6.3,5.2,178411,"Office",5.75,24
2024-01-05 19:30:00,36.667,41.533,1019.729,6.2,5.4,178411,"Office",5.8,25
2024-01-05 20:00:00,37.4,41,1019.697,6.5,5.4,178411,"Office",5.95,25
2024-01-05 20:30:00,38.2,40.333,1019.548,7,5.9,178411,"Office",6.45,27
2024-01-05 21:00:00,39,40,1019.411,8.2,7,178411,"Office",7.6,32
2024-01-05 21:30:00,40,40,1019.289,9,7.4,178411,"Office",8.2,35
2024-01-05 22:00:00,40.4,39.533,1019.129,9.4,7.8,178411,"Office",8.6,36
2024-01-05 22:30:00,41,39,1018.875,10.2,8.5,178411,"Office",9.35,39
2024-01-05 23:00:00,41.067,39.067,1018.767,9.8,8.2,178411,"Office",9,38
2024-01-05 23:30:00,41.533,38.933,1018.655,10.3,8.5,178411,"Office",9.4,40
2024-01-06 00:00:00,41.933,39,1018.623,10.3,8.5,178411,"Office",9.4,40
2024-01-06 00:30:00,42.2,38.667,1018.587,10.5,9.2,178411,"Office",9.85,42
2024-01-06 01:00:00,42.867,38,1018.831,10.6,9.2,178411,"Office",9.9,42
2024-01-06 01:30:00,43.267,38,1019.207,11.8,10,178411,"Office",10.9,46
2024-01-06 02:00:00,43.333,38.333,1019.121,19.9,16.9,178411,"Office",18.4,65
2024-01-06 02:30:00,42.533,38.467,1018.961,11.2,10,178411,"Office",10.6,45
2024-01-06 03:00:00,43,38,1018.911,11.2,9.7,178411,"Office",10.45,44
2024-01-06 03:30:00,43.333,38,1018.677,11.2,9.9,178411,"Office",10.55,44
2024-01-06 04:00:00,42.8,38.2,1018.559,11,9.5,178411,"Office",10.25,43
2024-01-06 04:30:00,42.933,38.4,1018.369,11.5,9.8,178411,"Office",10.65,45
2024-01-06 05:00:00,42.333,38.533,1018.588,12.1,10.3,178411,"Office",11.2,47
2024-01-06 05:30:00,43.267,38.8,1018.507,11.2,9.9,178411,"Office",10.55,44
2024-01-06 06:00:00,44.133,38.733,1018.561,11.6,10.3,178411,"Office",10.95,46
2024-01-06 06:30:00,43.533,39,1018.638,12.5,10.8,178411,"Office",11.65,49
2024-01-06 07:00:00,43.2,39.133,1018.591,12,10.4,178411,"Office",11.2,47
2024-01-06 07:30:00,42.133,39.667,1018.467,11.8,10.1,178411,"Office",10.95,46
2024-01-06 08:00:00,42.467,39.333,1018.415,11.8,10.5,178411,"Office",11.15,47
2024-01-06 08:30:00,44.667,39.667,1018.679,13.1,11.1,178411,"Office",12.1,51
2024-01-06 09:00:00,45.133,39.867,1018.251,11.4,10,178411,"Office",10.7,45
2024-01-06 09:30:00,45,40.4,1017.957,11,9.3,178411,"Office",10.15,43
2024-01-06 10:00:00,44.067,41,1017.995,11,9.4,178411,"Office",10.2,43
2024-01-06 10:30:00,43.2,41.267,1017.262,12.8,11.2,178411,"Office",12,50
2024-01-06 11:00:00,44.533,41.267,1016.815,12.4,11,178411,"Office",11.7,49
2024-01-06 11:30:00,44.267,41.8,1016.564,11.2,9.5,178411,"Office",10.35,44
2024-01-06 12:00:00,43.467,42,1015.346,10.2,8.9,178411,"Office",9.55,40
2024-01-06 12:30:00,43.867,42.267,1014.506,10.2,9.1,178411,"Office",9.65,41
2024-01-06 13:00:00,44,42.733,1014.024,10.4,8.9,178411,"Office",9.65,41
2024-01-06 13:30:00,44.533,42.533,1013.293,10.5,9.2,178411,"Office",9.85,42
2024-01-06 14:00:00,45,43,1013.152,11,9.5,178411,"Office",10.25,43
2024-01-06 14:30:00,45,43.2,1012.417,11.3,9.8,178411,"Office",10.55,44
2024-01-06 15:00:00,46.2,43.4,1011.779,10.5,9.3,178411,"Office",9.9,42
2024-01-06 15:30:00,50.867,42.333,1011.372,10.8,9.8,178411,"Office",10.3,43
2024-01-06 16:00:00,54.933,41.867,1010.932,12,10.7,178411,"Office",11.35,48
2024-01-06 16:30:00,58.4,41.067,1010.32,10.5,10.5,178411,"Office",10.5,44
2024-01-06 17:00:00,60.533,41,1009.525,10.9,9.8,178411,"Office",10.35,44
2024-01-06 17:30:00,62.333,41,1008.879,10.2,9.2,178411,"Office",9.7,41
2024-01-06 18:00:00,63.333,41,1008.525,10.3,9.2,178411,"Office",9.75,41
2024-01-06 18:30:00,64.133,40.667,1008.027,9.9,9,178411,"Office",9.45,40
2024-01-06 19:00:00,64.933,40,1006.531,9.2,8.2,178411,"Office",8.7,37
2024-01-06 19:30:00,65.267,39.933,1005.419,8.1,7.2,178411,"Office",7.65,32
2024-01-06 20:00:00,65.333,40.867,1004.238,7.5,6.8,178411,"Office",7.15,30
2024-01-06 20:30:00,65,41.2,1003.571,6.5,5.7,178411,"Office",6.1,26
2024-01-06 21:00:00,65,41.4,1002.865,5.6,4.9,178411,"Office",5.25,22
2024-01-06 21:30:00,65.6,41.6,1002.079,4.9,4.2,178411,"Office",4.55,19
2024-01-06 22:00:00,65.267,40.467,1001.536,3.8,3.3,178411,"Office",3.55,15
2024-01-06 22:30:00,65.6,40,1001.154,3.7,3.2,178411,"Office",3.45,15
2024-01-06 23:00:00,65,40.067,1001.217,4.2,3.4,178411,"Office",3.8,16
2024-01-06 23:30:00,65,40.067,1001.245,4.7,4,178411,"Office",4.35,19
2024-01-07 00:00:00,64.8,40.933,1001.336,5,4.4,178411,"Office",4.7,20
2024-01-07 00:30:00,64.067,41,1001.023,4.8,4.3,178411,"Office",4.55,19
2024-01-07 01:00:00,64.267,40.8,1000.554,4.6,4,178411,"Office",4.3,18
2024-01-07 01:30:00,64.6,41,1000.32,4.3,3.6,178411,"Office",3.95,17
2024-01-07 02:00:00,65,41,1000.044,3.5,3,178411,"Office",3.25,14
2024-01-07 02:30:00,65,40.867,999.652,2.8,2.3,178411,"Office",2.55,11
